lead_id,email,phone,signup_ts,source_platform,campaign_id,ad_id,opted_into,intent_category,geo_state,device,days_since_signup,total_opens,has_opened,days_since_last_open
L00473,user473@example.com,+15550000473,2026-01-16,tiktok,camp_tiktok_3,ad_1114,supplement_trial,health,AZ,mobile,164,2,1,74
L00474,user474@example.com,+15550000474,2025-07-04,meta,camp_meta_3,ad_3237,mortgage_refi_quiz,finance,IL,mobile,360,0,0,360
L00475,user475@example.com,+15550000475,2026-04-09,meta,camp_meta_4,ad_7339,supplement_trial,health,NC,mobile,81,7,1,60
L00476,user476@example.com,+15550000476,2025-10-31,taboola,camp_taboola_6,ad_9349,hvac_tuneup_offer,home_services,CA,tablet,241,3,1,70
L00477,user477@example.com,+15550000477,2025-11-15,meta,camp_meta_1,ad_1209,weight_loss_guide,health,IL,mobile,226,1,1,139
L00478,user478@example.com,+15550000478,2025-12-13,tiktok,camp_tiktok_2,ad_1140,debt_relief_guide,finance,FL,mobile,198,2,1,126
L00479,user479@example.com,+15550000479,2026-03-22,google_search,camp_google_search_7,ad_6665,mortgage_refi_quiz,finance,NC,tablet,99,1,1,26
L00480,user480@example.com,+15550000480,2025-08-27,tiktok,camp_tiktok_6,ad_4877,health_ins_compare,insurance,NY,desktop,306,1,1,92
L00481,user481@example.com,+15550000481,2026-05-07,meta,camp_meta_5,ad_7505,roofing_estimate,home_services,NY,desktop,53,4,1,53
L00482,user482@example.com,+15550000482,2025-09-09,meta,camp_meta_5,ad_5231,auto_insurance_quiz,insurance,FL,mobile,293,3,1,185
L00483,user483@example.com,+15550000483,2025-07-05,tiktok,camp_tiktok_5,ad_6872,debt_relief_guide,finance,TX,desktop,359,3,1,93
L00484,user484@example.com,+15550000484,2026-02-13,meta,camp_meta_5,ad_4815,personal_loan_calc,finance,GA,mobile,136,2,1,121
L00485,user485@example.com,+15550000485,2026-01-19,meta,camp_meta_6,ad_7355,roofing_estimate,home_services,OH,mobile,161,2,1,112
L00486,user486@example.com,+15550000486,2025-08-10,google_search,camp_google_search_3,ad_6073,debt_relief_guide,finance,TX,mobile,323,2,1,161
L00487,user487@example.com,+15550000487,2026-05-09,meta,camp_meta_7,ad_2078,debt_relief_guide,finance,GA,tablet,51,1,1,51
L00488,user488@example.com,+15550000488,2026-05-04,google_search,camp_google_search_8,ad_8343,win_iphone_giveaway,sweepstakes,OH,desktop,56,0,0,56
L00489,user489@example.com,+15550000489,2025-07-31,tiktok,camp_tiktok_8,ad_1777,win_iphone_giveaway,sweepstakes,IL,tablet,333,2,1,152
L00490,user490@example.com,+15550000490,2026-03-29,google_search,camp_google_search_3,ad_1343,roofing_estimate,home_services,OH,tablet,92,4,1,92
L00491,user491@example.com,+15550000491,2026-04-20,google_search,camp_google_search_6,ad_1871,debt_relief_guide,finance,IL,desktop,70,3,1,70
L00492,user492@example.com,+15550000492,2025-12-12,tiktok,camp_tiktok_4,ad_2602,roofing_estimate,home_services,NY,desktop,199,3,1,115
L00493,user493@example.com,+15550000493,2025-12-13,tiktok,camp_tiktok_7,ad_2574,supplement_trial,health,NY,mobile,198,1,1,152
L00494,user494@example.com,+15550000494,2026-04-15,tiktok,camp_tiktok_8,ad_6868,solar_savings_quote,home_services,GA,tablet,75,2,1,29
L00495,user495@example.com,+15550000495,2025-12-25,google_search,camp_google_search_3,ad_3610,weight_loss_guide,health,NC,desktop,186,1,1,99
L00496,user496@example.com,+15550000496,2026-05-26,google_search,camp_google_search_5,ad_8481,supplement_trial,health,CA,mobile,34,1,1,34
L00497,user497@example.com,+15550000497,2026-04-14,google_search,camp_google_search_8,ad_6684,solar_savings_quote,home_services,AZ,tablet,76,2,1,59
L00498,user498@example.com,+15550000498,2026-06-04,tiktok,camp_tiktok_4,ad_4050,500_giftcard_sweeps,sweepstakes,NY,desktop,25,2,1,13
L00499,user499@example.com,+15550000499,2025-10-19,meta,camp_meta_4,ad_6973,mortgage_refi_quiz,finance,CA,mobile,253,1,1,113
L00500,user500@example.com,+15550000500,2026-05-08,taboola,camp_taboola_2,ad_6205,weight_loss_guide,health,TX,desktop,52,1,1,52
L00501,user501@example.com,+15550000501,2026-06-10,google_search,camp_google_search_4,ad_1472,health_ins_compare,insurance,GA,mobile,19,2,1,19
L00502,user502@example.com,+15550000502,2026-02-14,google_search,camp_google_search_8,ad_5238,auto_insurance_quiz,insurance,AZ,tablet,135,1,1,40
L00503,user503@example.com,+15550000503,2026-01-26,google_search,camp_google_search_1,ad_7016,roofing_estimate,home_services,TX,tablet,154,1,1,67
L00504,user504@example.com,+15550000504,2026-02-26,google_search,camp_google_search_5,ad_6100,supplement_trial,health,CA,mobile,123,3,1,66
L00505,user505@example.com,+15550000505,2026-05-05,google_search,camp_google_search_8,ad_5951,supplement_trial,health,TX,desktop,55,2,1,35
L00506,user506@example.com,+15550000506,2025-12-11,meta,camp_meta_6,ad_9053,weight_loss_guide,health,FL,tablet,200,1,1,88
L00507,user507@example.com,+15550000507,2026-03-07,taboola,camp_taboola_3,ad_7947,debt_relief_guide,finance,NC,mobile,114,6,1,49
L00508,user508@example.com,+15550000508,2026-05-15,meta,camp_meta_7,ad_9056,supplement_trial,health,OH,desktop,45,2,1,16
L00509,user509@example.com,+15550000509,2026-05-11,taboola,camp_taboola_2,ad_4076,weekly_cash_draw,sweepstakes,FL,desktop,49,1,1,49
L00510,user510@example.com,+15550000510,2025-10-11,taboola,camp_taboola_3,ad_3795,auto_insurance_quiz,insurance,AZ,mobile,261,4,1,87
L00511,user511@example.com,+15550000511,2025-09-10,taboola,camp_taboola_5,ad_2876,life_insurance_quote,insurance,CA,mobile,292,1,1,126
L00512,user512@example.com,+15550000512,2026-03-19,tiktok,camp_tiktok_6,ad_6419,win_iphone_giveaway,sweepstakes,OH,tablet,102,2,1,73
L00513,user513@example.com,+15550000513,2026-06-19,meta,camp_meta_4,ad_2506,mortgage_refi_quiz,finance,NY,desktop,10,2,1,10
L00514,user514@example.com,+15550000514,2025-10-06,meta,camp_meta_2,ad_5295,auto_insurance_quiz,insurance,CA,tablet,266,4,1,146
L00515,user515@example.com,+15550000515,2025-08-28,google_search,camp_google_search_5,ad_2335,win_iphone_giveaway,sweepstakes,NC,desktop,305,1,1,101
L00516,user516@example.com,+15550000516,2025-08-03,meta,camp_meta_8,ad_7077,win_iphone_giveaway,sweepstakes,TX,tablet,330,2,1,119
L00517,user517@example.com,+15550000517,2025-10-07,taboola,camp_taboola_5,ad_4056,500_giftcard_sweeps,sweepstakes,PA,mobile,265,3,1,139
L00518,user518@example.com,+15550000518,2025-11-26,taboola,camp_taboola_8,ad_4640,health_ins_compare,insurance,NY,desktop,215,3,1,124
L00519,user519@example.com,+15550000519,2026-05-05,meta,camp_meta_5,ad_2288,roofing_estimate,home_services,GA,desktop,55,5,1,29
L00520,user520@example.com,+15550000520,2025-12-28,taboola,camp_taboola_1,ad_1473,mortgage_refi_quiz,finance,NY,desktop,183,3,1,140
L00521,user521@example.com,+15550000521,2026-03-28,google_search,camp_google_search_2,ad_5419,keto_meal_plan,health,GA,mobile,93,2,1,93
L00522,user522@example.com,+15550000522,2026-01-07,tiktok,camp_tiktok_4,ad_9168,keto_meal_plan,health,TX,mobile,173,0,0,173
L00523,user523@example.com,+15550000523,2025-10-30,meta,camp_meta_2,ad_6748,win_iphone_giveaway,sweepstakes,TX,mobile,242,2,1,122
L00524,user524@example.com,+15550000524,2026-02-04,meta,camp_meta_6,ad_8100,500_giftcard_sweeps,sweepstakes,CA,desktop,145,4,1,100
L00525,user525@example.com,+15550000525,2025-07-24,taboola,camp_taboola_8,ad_7294,life_insurance_quote,insurance,NY,desktop,340,2,1,163
L00526,user526@example.com,+15550000526,2025-11-03,tiktok,camp_tiktok_1,ad_2501,supplement_trial,health,TX,tablet,238,0,0,238
L00527,user527@example.com,+15550000527,2026-05-31,tiktok,camp_tiktok_5,ad_9370,weight_loss_guide,health,CA,mobile,29,2,1,29
L00528,user528@example.com,+15550000528,2026-04-27,google_search,camp_google_search_5,ad_1258,hvac_tuneup_offer,home_services,PA,tablet,63,2,1,26
L00529,user529@example.com,+15550000529,2026-04-21,google_search,camp_google_search_6,ad_3148,500_giftcard_sweeps,sweepstakes,NY,mobile,69,1,1,69
L00530,user530@example.com,+15550000530,2026-05-19,tiktok,camp_tiktok_1,ad_2723,weight_loss_guide,health,AZ,mobile,41,1,1,41
L00531,user531@example.com,+15550000531,2026-04-24,google_search,camp_google_search_2,ad_6095,win_iphone_giveaway,sweepstakes,IL,tablet,66,1,1,66
L00532,user532@example.com,+15550000532,2026-04-26,tiktok,camp_tiktok_6,ad_4576,weekly_cash_draw,sweepstakes,PA,tablet,64,2,1,64
L00533,user533@example.com,+15550000533,2026-04-28,meta,camp_meta_5,ad_5755,debt_relief_guide,finance,PA,desktop,62,5,1,62
L00534,user534@example.com,+15550000534,2025-08-22,google_search,camp_google_search_2,ad_2376,life_insurance_quote,insurance,CA,desktop,311,2,1,110
L00535,user535@example.com,+15550000535,2025-08-25,google_search,camp_google_search_5,ad_5186,weight_loss_guide,health,GA,tablet,308,0,0,308
L00536,user536@example.com,+15550000536,2025-10-06,taboola,camp_taboola_3,ad_4805,solar_savings_quote,home_services,OH,tablet,266,3,1,172
L00537,user537@example.com,+15550000537,2025-12-26,tiktok,camp_tiktok_8,ad_1378,supplement_trial,health,GA,desktop,185,3,1,165
L00538,user538@example.com,+15550000538,2025-11-27,meta,camp_meta_6,ad_9792,hvac_tuneup_offer,home_services,NY,mobile,214,0,0,214
L00539,user539@example.com,+15550000539,2026-05-13,taboola,camp_taboola_8,ad_9122,weekly_cash_draw,sweepstakes,NC,mobile,47,2,1,47
L00540,user540@example.com,+15550000540,2026-06-06,google_search,camp_google_search_5,ad_9976,mortgage_refi_quiz,finance,GA,mobile,23,3,1,23
L00541,user541@example.com,+15550000541,2026-01-08,tiktok,camp_tiktok_2,ad_4519,weekly_cash_draw,sweepstakes,GA,mobile,172,2,1,67
L00542,user542@example.com,+15550000542,2025-07-21,tiktok,camp_tiktok_7,ad_3527,health_ins_compare,insurance,TX,desktop,343,2,1,179
L00543,user543@example.com,+15550000543,2025-07-23,tiktok,camp_tiktok_1,ad_8354,win_iphone_giveaway,sweepstakes,FL,tablet,341,4,1,166
L00544,user544@example.com,+15550000544,2026-06-08,tiktok,camp_tiktok_8,ad_3907,weight_loss_guide,health,TX,tablet,21,2,1,21
L00545,user545@example.com,+15550000545,2025-08-27,google_search,camp_google_search_8,ad_1224,weight_loss_guide,health,PA,desktop,306,0,0,306
L00546,user546@example.com,+15550000546,2026-06-23,google_search,camp_google_search_5,ad_7571,supplement_trial,health,NY,tablet,6,1,1,6
L00547,user547@example.com,+15550000547,2025-10-07,taboola,camp_taboola_6,ad_6902,hvac_tuneup_offer,home_services,GA,mobile,265,2,1,128
L00548,user548@example.com,+15550000548,2025-08-20,tiktok,camp_tiktok_6,ad_3184,supplement_trial,health,PA,desktop,313,2,1,192
L00549,user549@example.com,+15550000549,2025-07-02,taboola,camp_taboola_6,ad_4474,roofing_estimate,home_services,OH,tablet,362,0,0,362
L00550,user550@example.com,+15550000550,2026-05-07,meta,camp_meta_5,ad_1753,keto_meal_plan,health,CA,tablet,53,1,1,53
L00551,user551@example.com,+15550000551,2026-04-29,tiktok,camp_tiktok_5,ad_7987,weight_loss_guide,health,NY,mobile,61,2,1,61
L00552,user552@example.com,+15550000552,2026-01-08,tiktok,camp_tiktok_6,ad_2324,auto_insurance_quiz,insurance,GA,desktop,172,2,1,141
L00553,user553@example.com,+15550000553,2025-09-25,meta,camp_meta_2,ad_4975,auto_insurance_quiz,insurance,PA,desktop,277,2,1,142
L00554,user554@example.com,+15550000554,2025-09-18,tiktok,camp_tiktok_3,ad_7958,personal_loan_calc,finance,OH,tablet,284,1,1,142
L00555,user555@example.com,+15550000555,2025-07-29,meta,camp_meta_1,ad_7426,keto_meal_plan,health,PA,mobile,335,2,1,160
L00556,user556@example.com,+15550000556,2026-03-28,tiktok,camp_tiktok_1,ad_7097,debt_relief_guide,finance,GA,mobile,93,1,1,57
L00557,user557@example.com,+15550000557,2026-04-25,tiktok,camp_tiktok_4,ad_5890,life_insurance_quote,insurance,CA,desktop,65,1,1,46
L00558,user558@example.com,+15550000558,2026-04-04,google_search,camp_google_search_5,ad_1050,mortgage_refi_quiz,finance,GA,tablet,86,3,1,86
L00559,user559@example.com,+15550000559,2026-04-04,meta,camp_meta_3,ad_2379,roofing_estimate,home_services,IL,tablet,86,1,1,54
L00560,user560@example.com,+15550000560,2026-05-20,meta,camp_meta_1,ad_2178,roofing_estimate,home_services,IL,desktop,40,2,1,40
L00561,user561@example.com,+15550000561,2025-11-03,tiktok,camp_tiktok_5,ad_3775,roofing_estimate,home_services,TX,tablet,238,2,1,139
L00562,user562@example.com,+15550000562,2026-01-27,meta,camp_meta_2,ad_6342,hvac_tuneup_offer,home_services,CA,desktop,153,2,1,141
L00563,user563@example.com,+15550000563,2025-07-02,meta,camp_meta_4,ad_2008,weekly_cash_draw,sweepstakes,NC,desktop,362,3,1,202
L00564,user564@example.com,+15550000564,2026-04-04,tiktok,camp_tiktok_7,ad_6543,supplement_trial,health,FL,mobile,86,4,1,68
L00565,user565@example.com,+15550000565,2026-05-20,meta,camp_meta_3,ad_1146,500_giftcard_sweeps,sweepstakes,NY,tablet,40,4,1,10
L00566,user566@example.com,+15550000566,2025-12-31,taboola,camp_taboola_4,ad_7943,weight_loss_guide,health,NC,tablet,180,1,1,125
L00567,user567@example.com,+15550000567,2026-05-13,meta,camp_meta_7,ad_2116,weight_loss_guide,health,NY,tablet,47,1,1,47
L00568,user568@example.com,+15550000568,2025-12-23,taboola,camp_taboola_5,ad_2028,supplement_trial,health,FL,mobile,188,0,0,188
L00569,user569@example.com,+15550000569,2025-11-16,meta,camp_meta_5,ad_4723,win_iphone_giveaway,sweepstakes,AZ,tablet,225,1,1,147
L00570,user570@example.com,+15550000570,2026-06-18,tiktok,camp_tiktok_8,ad_5956,hvac_tuneup_offer,home_services,NC,tablet,11,2,1,11
L00571,user571@example.com,+15550000571,2025-08-21,tiktok,camp_tiktok_1,ad_6995,500_giftcard_sweeps,sweepstakes,OH,tablet,312,1,1,135
L00572,user572@example.com,+15550000572,2025-07-28,meta,camp_meta_1,ad_4722,500_giftcard_sweeps,sweepstakes,AZ,tablet,336,0,0,336
L00573,user573@example.com,+15550000573,2026-02-20,meta,camp_meta_1,ad_5284,weight_loss_guide,health,NC,mobile,129,3,1,58
L00574,user574@example.com,+15550000574,2025-10-26,meta,camp_meta_6,ad_6825,debt_relief_guide,finance,AZ,tablet,246,3,1,105
L00575,user575@example.com,+15550000575,2026-03-21,tiktok,camp_tiktok_7,ad_2906,auto_insurance_quiz,insurance,TX,desktop,100,1,1,100
L00576,user576@example.com,+15550000576,2025-12-01,meta,camp_meta_7,ad_8577,supplement_trial,health,CA,mobile,210,2,1,104
L00577,user577@example.com,+15550000577,2026-06-01,meta,camp_meta_6,ad_7100,hvac_tuneup_offer,home_services,NC,tablet,28,0,0,28
L00578,user578@example.com,+15550000578,2025-10-26,taboola,camp_taboola_7,ad_5470,hvac_tuneup_offer,home_services,AZ,tablet,246,5,1,141
L00579,user579@example.com,+15550000579,2026-05-12,meta,camp_meta_8,ad_3982,mortgage_refi_quiz,finance,TX,desktop,48,1,1,48
L00580,user580@example.com,+15550000580,2025-11-07,taboola,camp_taboola_8,ad_2959,keto_meal_plan,health,PA,mobile,234,3,1,176
L00581,user581@example.com,+15550000581,2026-01-23,taboola,camp_taboola_5,ad_3580,personal_loan_calc,finance,GA,mobile,157,2,1,75
L00582,user582@example.com,+15550000582,2025-11-07,meta,camp_meta_8,ad_9095,keto_meal_plan,health,GA,mobile,234,2,1,119
L00583,user583@example.com,+15550000583,2025-08-16,tiktok,camp_tiktok_3,ad_3456,win_iphone_giveaway,sweepstakes,CA,desktop,317,1,1,118
L00584,user584@example.com,+15550000584,2025-10-16,meta,camp_meta_6,ad_8677,500_giftcard_sweeps,sweepstakes,NY,mobile,256,0,0,256
L00585,user585@example.com,+15550000585,2026-04-26,meta,camp_meta_4,ad_4905,500_giftcard_sweeps,sweepstakes,TX,desktop,64,1,1,17
L00586,user586@example.com,+15550000586,2025-07-01,taboola,camp_taboola_4,ad_2807,life_insurance_quote,insurance,IL,desktop,363,1,1,191
L00587,user587@example.com,+15550000587,2026-05-14,google_search,camp_google_search_5,ad_5055,roofing_estimate,home_services,CA,mobile,46,3,1,46
L00588,user588@example.com,+15550000588,2025-07-30,meta,camp_meta_4,ad_6212,weekly_cash_draw,sweepstakes,CA,desktop,334,0,0,334
L00589,user589@example.com,+15550000589,2026-02-07,meta,camp_meta_4,ad_3758,weekly_cash_draw,sweepstakes,AZ,mobile,142,1,1,139
L00590,user590@example.com,+15550000590,2025-10-25,tiktok,camp_tiktok_2,ad_4679,solar_savings_quote,home_services,CA,tablet,247,0,0,247
L00591,user591@example.com,+15550000591,2025-08-14,taboola,camp_taboola_3,ad_7839,personal_loan_calc,finance,NY,tablet,319,0,0,319
L00592,user592@example.com,+15550000592,2026-06-21,meta,camp_meta_6,ad_3200,weekly_cash_draw,sweepstakes,OH,tablet,8,3,1,8
L00593,user593@example.com,+15550000593,2026-02-10,meta,camp_meta_8,ad_7980,weekly_cash_draw,sweepstakes,OH,tablet,139,2,1,114
L00594,user594@example.com,+15550000594,2025-08-13,meta,camp_meta_3,ad_8582,roofing_estimate,home_services,FL,tablet,320,0,0,320
L00595,user595@example.com,+15550000595,2026-01-24,google_search,camp_google_search_5,ad_4920,debt_relief_guide,finance,AZ,desktop,156,2,1,70
L00596,user596@example.com,+15550000596,2026-04-20,meta,camp_meta_4,ad_2676,weight_loss_guide,health,GA,tablet,70,2,1,67
L00597,user597@example.com,+15550000597,2025-11-18,google_search,camp_google_search_5,ad_7965,health_ins_compare,insurance,OH,mobile,223,2,1,62
L00598,user598@example.com,+15550000598,2025-07-30,meta,camp_meta_1,ad_4124,life_insurance_quote,insurance,CA,mobile,334,3,1,105
L00599,user599@example.com,+15550000599,2026-04-14,meta,camp_meta_1,ad_5730,win_iphone_giveaway,sweepstakes,OH,desktop,76,2,1,46
L00600,user600@example.com,+15550000600,2025-08-16,google_search,camp_google_search_3,ad_2751,win_iphone_giveaway,sweepstakes,OH,tablet,317,1,1,82
L00601,user601@example.com,+15550000601,2025-12-13,meta,camp_meta_8,ad_3900,solar_savings_quote,home_services,GA,tablet,198,1,1,158
L00602,user602@example.com,+15550000602,2025-07-28,meta,camp_meta_6,ad_1765,keto_meal_plan,health,GA,tablet,336,1,1,148
L00603,user603@example.com,+15550000603,2025-10-14,tiktok,camp_tiktok_4,ad_9546,life_insurance_quote,insurance,TX,tablet,258,1,1,66
L00604,user604@example.com,+15550000604,2026-01-23,google_search,camp_google_search_8,ad_9307,debt_relief_guide,finance,AZ,mobile,157,2,1,117
L00605,user605@example.com,+15550000605,2025-07-12,taboola,camp_taboola_6,ad_5087,keto_meal_plan,health,OH,tablet,352,2,1,104
L00606,user606@example.com,+15550000606,2026-03-21,taboola,camp_taboola_2,ad_5018,personal_loan_calc,finance,OH,tablet,100,1,1,100
L00607,user607@example.com,+15550000607,2025-09-26,meta,camp_meta_4,ad_5253,roofing_estimate,home_services,IL,tablet,276,1,1,106
L00608,user608@example.com,+15550000608,2026-01-31,tiktok,camp_tiktok_6,ad_8781,500_giftcard_sweeps,sweepstakes,GA,desktop,149,2,1,61
L00609,user609@example.com,+15550000609,2026-01-24,google_search,camp_google_search_5,ad_9127,roofing_estimate,home_services,GA,desktop,156,1,1,156
L00610,user610@example.com,+15550000610,2026-03-21,tiktok,camp_tiktok_2,ad_9762,win_iphone_giveaway,sweepstakes,OH,tablet,100,2,1,100
L00611,user611@example.com,+15550000611,2025-08-02,tiktok,camp_tiktok_7,ad_8970,weekly_cash_draw,sweepstakes,TX,desktop,331,3,1,163
L00612,user612@example.com,+15550000612,2026-05-16,google_search,camp_google_search_4,ad_3453,personal_loan_calc,finance,NY,mobile,44,2,1,44
L00613,user613@example.com,+15550000613,2026-05-10,tiktok,camp_tiktok_2,ad_4332,life_insurance_quote,insurance,PA,mobile,50,1,1,16
L00614,user614@example.com,+15550000614,2026-05-15,google_search,camp_google_search_3,ad_8268,solar_savings_quote,home_services,GA,mobile,45,3,1,45
L00615,user615@example.com,+15550000615,2026-03-22,tiktok,camp_tiktok_3,ad_4585,solar_savings_quote,home_services,FL,mobile,99,1,1,95
L00616,user616@example.com,+15550000616,2025-11-10,meta,camp_meta_5,ad_3627,supplement_trial,health,GA,tablet,231,2,1,142
L00617,user617@example.com,+15550000617,2025-10-24,meta,camp_meta_5,ad_7842,life_insurance_quote,insurance,NC,desktop,248,1,1,173
L00618,user618@example.com,+15550000618,2025-08-20,tiktok,camp_tiktok_1,ad_7254,health_ins_compare,insurance,IL,desktop,313,0,0,313
L00619,user619@example.com,+15550000619,2025-07-03,meta,camp_meta_6,ad_7227,weekly_cash_draw,sweepstakes,FL,desktop,361,1,1,123
L00620,user620@example.com,+15550000620,2025-11-14,meta,camp_meta_8,ad_2618,mortgage_refi_quiz,finance,IL,tablet,227,2,1,162
L00621,user621@example.com,+15550000621,2026-02-25,tiktok,camp_tiktok_8,ad_3243,personal_loan_calc,finance,NC,desktop,124,0,0,124
L00622,user622@example.com,+15550000622,2026-05-16,meta,camp_meta_7,ad_4359,health_ins_compare,insurance,PA,mobile,44,2,1,18
L00623,user623@example.com,+15550000623,2025-07-29,meta,camp_meta_3,ad_6149,win_iphone_giveaway,sweepstakes,IL,desktop,335,1,1,170
L00624,user624@example.com,+15550000624,2026-02-25,meta,camp_meta_7,ad_8776,weight_loss_guide,health,NC,desktop,124,2,1,94
L00625,user625@example.com,+15550000625,2026-03-30,tiktok,camp_tiktok_6,ad_9845,500_giftcard_sweeps,sweepstakes,NC,desktop,91,1,1,91
L00626,user626@example.com,+15550000626,2025-08-20,google_search,camp_google_search_6,ad_6914,debt_relief_guide,finance,NC,desktop,313,5,1,174
L00627,user627@example.com,+15550000627,2025-10-02,meta,camp_meta_7,ad_5685,auto_insurance_quiz,insurance,FL,mobile,270,2,1,118
L00628,user628@example.com,+15550000628,2025-10-12,google_search,camp_google_search_2,ad_2900,health_ins_compare,insurance,FL,desktop,260,1,1,133
L00629,user629@example.com,+15550000629,2026-02-14,meta,camp_meta_5,ad_6590,mortgage_refi_quiz,finance,GA,desktop,135,0,0,135
L00630,user630@example.com,+15550000630,2025-10-21,meta,camp_meta_5,ad_2874,solar_savings_quote,home_services,PA,tablet,251,2,1,166
L00631,user631@example.com,+15550000631,2025-09-22,taboola,camp_taboola_2,ad_3764,health_ins_compare,insurance,CA,mobile,280,1,1,96
L00632,user632@example.com,+15550000632,2026-04-17,google_search,camp_google_search_8,ad_5085,win_iphone_giveaway,sweepstakes,TX,desktop,73,0,0,73
L00633,user633@example.com,+15550000633,2025-10-16,meta,camp_meta_2,ad_9634,solar_savings_quote,home_services,OH,tablet,256,1,1,174
L00634,user634@example.com,+15550000634,2025-11-17,meta,camp_meta_1,ad_6882,life_insurance_quote,insurance,OH,desktop,224,2,1,168
L00635,user635@example.com,+15550000635,2025-11-04,tiktok,camp_tiktok_5,ad_1694,weekly_cash_draw,sweepstakes,FL,tablet,237,1,1,132
L00636,user636@example.com,+15550000636,2026-04-19,meta,camp_meta_8,ad_4350,weekly_cash_draw,sweepstakes,IL,desktop,71,3,1,71
L00637,user637@example.com,+15550000637,2025-11-12,tiktok,camp_tiktok_5,ad_5647,roofing_estimate,home_services,TX,mobile,229,2,1,144
L00638,user638@example.com,+15550000638,2025-08-23,google_search,camp_google_search_8,ad_7903,personal_loan_calc,finance,CA,desktop,310,2,1,121
L00639,user639@example.com,+15550000639,2025-09-24,meta,camp_meta_4,ad_4786,hvac_tuneup_offer,home_services,FL,mobile,278,1,1,135
L00640,user640@example.com,+15550000640,2026-04-07,tiktok,camp_tiktok_4,ad_5399,roofing_estimate,home_services,GA,tablet,83,2,1,83
L00641,user641@example.com,+15550000641,2025-09-04,meta,camp_meta_2,ad_7521,debt_relief_guide,finance,CA,tablet,298,3,1,141
L00642,user642@example.com,+15550000642,2026-05-08,taboola,camp_taboola_3,ad_3170,life_insurance_quote,insurance,GA,desktop,52,2,1,52
L00643,user643@example.com,+15550000643,2026-02-24,meta,camp_meta_4,ad_5272,life_insurance_quote,insurance,CA,mobile,125,2,1,78
L00644,user644@example.com,+15550000644,2025-10-11,google_search,camp_google_search_8,ad_1727,health_ins_compare,insurance,OH,desktop,261,2,1,167
L00645,user645@example.com,+15550000645,2026-01-29,taboola,camp_taboola_7,ad_8517,weekly_cash_draw,sweepstakes,NY,desktop,151,1,1,39
L00646,user646@example.com,+15550000646,2025-07-01,tiktok,camp_tiktok_1,ad_8895,auto_insurance_quiz,insurance,NC,tablet,363,5,1,171
L00647,user647@example.com,+15550000647,2026-01-16,google_search,camp_google_search_2,ad_4805,solar_savings_quote,home_services,NC,tablet,164,2,1,82
L00648,user648@example.com,+15550000648,2025-07-23,google_search,camp_google_search_5,ad_7264,win_iphone_giveaway,sweepstakes,NC,desktop,341,3,1,133
L00649,user649@example.com,+15550000649,2026-01-23,tiktok,camp_tiktok_4,ad_2113,auto_insurance_quiz,insurance,FL,tablet,157,1,1,116
L00650,user650@example.com,+15550000650,2025-07-08,meta,camp_meta_4,ad_4239,roofing_estimate,home_services,IL,tablet,356,1,1,128
L00651,user651@example.com,+15550000651,2026-06-09,google_search,camp_google_search_5,ad_6047,keto_meal_plan,health,NY,tablet,20,2,1,9
L00652,user652@example.com,+15550000652,2026-03-01,tiktok,camp_tiktok_6,ad_2312,solar_savings_quote,home_services,TX,tablet,120,3,1,36
L00653,user653@example.com,+15550000653,2026-04-11,google_search,camp_google_search_4,ad_3922,keto_meal_plan,health,GA,desktop,79,0,0,79
L00654,user654@example.com,+15550000654,2025-07-07,meta,camp_meta_7,ad_4735,life_insurance_quote,insurance,NC,desktop,357,1,1,207
L00655,user655@example.com,+15550000655,2026-03-13,meta,camp_meta_6,ad_8934,health_ins_compare,insurance,NY,desktop,108,0,0,108
L00656,user656@example.com,+15550000656,2025-11-13,tiktok,camp_tiktok_6,ad_2569,weekly_cash_draw,sweepstakes,IL,mobile,228,0,0,228
L00657,user657@example.com,+15550000657,2026-06-23,google_search,camp_google_search_5,ad_1028,auto_insurance_quiz,insurance,FL,tablet,6,2,1,6
L00658,user658@example.com,+15550000658,2026-03-01,taboola,camp_taboola_6,ad_2101,auto_insurance_quiz,insurance,CA,tablet,120,4,1,32
L00659,user659@example.com,+15550000659,2025-10-27,taboola,camp_taboola_6,ad_2549,personal_loan_calc,finance,IL,mobile,245,3,1,114
L00660,user660@example.com,+15550000660,2025-11-08,google_search,camp_google_search_1,ad_4004,life_insurance_quote,insurance,AZ,mobile,233,0,0,233
L00661,user661@example.com,+15550000661,2026-06-03,meta,camp_meta_4,ad_3183,personal_loan_calc,finance,NY,desktop,26,3,1,26
L00662,user662@example.com,+15550000662,2026-03-15,google_search,camp_google_search_3,ad_6047,debt_relief_guide,finance,IL,mobile,106,0,0,106
L00663,user663@example.com,+15550000663,2025-09-11,meta,camp_meta_3,ad_2736,weight_loss_guide,health,TX,mobile,291,1,1,125
L00664,user664@example.com,+15550000664,2026-04-16,taboola,camp_taboola_4,ad_1969,hvac_tuneup_offer,home_services,PA,desktop,74,3,1,66
L00665,user665@example.com,+15550000665,2025-07-09,google_search,camp_google_search_8,ad_5146,win_iphone_giveaway,sweepstakes,IL,desktop,355,1,1,123
L00666,user666@example.com,+15550000666,2025-12-11,meta,camp_meta_4,ad_3322,debt_relief_guide,finance,TX,tablet,200,2,1,62
